anio,indicador,label,correlacion,ci_lower,ci_upper,p_value,n
2020,cobertura_neta,Cobertura neta educativa,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2020,desercion,Deserción escolar,0.20519567041703082,-0.8267498817722121,0.9207725435194264,0.7405819415910722,5
2020,aprobacion,Aprobación escolar,0.29999999999999993,-0.7918638859212639,0.9348377091734659,0.623837664781073,5
2020,reprobacion,Reprobación escolar,0,-0.882272069179243,0.882272069179243,1,5
2020,repitencia,Repitencia escolar,0.7999999999999998,-0.2796635171130954,0.9861968915080718,0.10408803866182796,5
2020,aseguramiento,Cobertura de aseguramiento en salud,0.3999999999999999,-0.7452923016148975,0.9477889736191483,0.504631575468691,5
2021,cobertura_bruta,Cobertura bruta educativa,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2021,cobertura_neta,Cobertura neta educativa,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2021,desercion,Deserción escolar,0.41039134083406165,-0.7397140302372848,0.9490385516086295,0.49253578170279755,5
2021,aprobacion,Aprobación escolar,0.29999999999999993,-0.7918638859212639,0.9348377091734659,0.623837664781073,5
2021,reprobacion,Reprobación escolar,0,-0.882272069179243,0.882272069179243,1,5
2021,repitencia,Repitencia escolar,0.7999999999999998,-0.2796635171130954,0.9861968915080718,0.10408803866182796,5
2021,aseguramiento,Cobertura de aseguramiento en salud,0.8999999999999998,0.0860766622061657,0.9934378491141873,0.03738607346849875,5
2022,cobertura_bruta,Cobertura bruta educativa,0.29999999999999993,-0.7918638859212639,0.9348377091734659,0.623837664781073,5
2022,cobertura_neta,Cobertura neta educativa,0.29999999999999993,-0.7918638859212639,0.9348377091734659,0.623837664781073,5
2022,desercion,Deserción escolar,0.20519567041703082,-0.8267498817722121,0.9207725435194264,0.7405819415910722,5
2022,aprobacion,Aprobación escolar,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2022,reprobacion,Reprobación escolar,0.6999999999999998,-0.4766409950503528,0.978166056012135,0.18812040437418734,5
2022,repitencia,Repitencia escolar,0.8999999999999998,0.0860766622061657,0.9934378491141873,0.03738607346849875,5
2022,aseguramiento,Cobertura de aseguramiento en salud,0.8999999999999998,0.0860766622061657,0.9934378491141873,0.03738607346849875,5
2023,cobertura_bruta,Cobertura bruta educativa,0.09999999999999998,-0.8579682077756675,0.9026350958098472,0.8728885715695383,5
2023,cobertura_neta,Cobertura neta educativa,-0.29999999999999993,-0.9348377091734659,0.7918638859212639,0.623837664781073,5
2023,desercion,Deserción escolar,0.19999999999999996,-0.8284569556824152,0.9199439064115349,0.7470600781046621,5
2023,aprobacion,Aprobación escolar,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2023,reprobacion,Reprobación escolar,0.29999999999999993,-0.7918638859212639,0.9348377091734659,0.623837664781073,5
2023,repitencia,Repitencia escolar,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2023,aseguramiento,Cobertura de aseguramiento en salud,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2024,cobertura_bruta,Cobertura bruta educativa,0,-0.882272069179243,0.882272069179243,1,5
2024,cobertura_neta,Cobertura neta educativa,-0.6999999999999998,-0.978166056012135,0.4766409950503528,0.1881204043741875,5
2024,desercion,Deserción escolar,0.19999999999999996,-0.8284569556824152,0.9199439064115349,0.7470600781046621,5
2024,aprobacion,Aprobación escolar,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2024,reprobacion,Reprobación escolar,0.29999999999999993,-0.7918638859212639,0.9348377091734659,0.623837664781073,5
2024,repitencia,Repitencia escolar,-0.6999999999999998,-0.978166056012135,0.4766409950503528,0.1881204043741875,5
2024,aseguramiento,Cobertura de aseguramiento en salud,-0.5999999999999999,-0.9692086411846257,0.5997663040248243,0.28475697986529386,5
2025,cobertura_bruta,Cobertura bruta educativa,0.2,-0.942197027157889,0.9738905668323076,0.8,4
2025,cobertura_neta,Cobertura neta educativa,-0.8,-0.9956005666760734,0.6969719659970159,0.19999999999999987,4
2025,desercion,Deserción escolar,0.8,-0.6969719659970159,0.9956005666760734,0.19999999999999987,4
2025,aprobacion,Aprobación escolar,-0.6000000000000001,-0.9901284183743925,0.8529423788236077,0.3999999999999999,4
2025,reprobacion,Reprobación escolar,0.4,-0.911505171186323,0.9831367411547317,0.5999999999999999,4
2025,repitencia,Repitencia escolar,-0.8,-0.9956005666760734,0.6969719659970159,0.19999999999999987,4
2025,aseguramiento,Cobertura de aseguramiento en salud,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2026,aseguramiento,Cobertura de aseguramiento en salud,-0.2,-0.9738905668323076,0.942197027157889,0.8,4
